System,Utterance,H:mlqe,XBERTScore,XMoverScore (UMD),XMoverScore (CLP),Unsupervised XMoverScore,Unsupervised ContrastScore,Unsupervised XmoverScore + ContrastScore,Fine-tuned XMoverScore,Fine-tuned ContrastScore,Fine-tuned XMoverScore + ContrastScore
16,et-en,0.6166216792050712,0.33206707239151,-1.3009216875615213,-1.3009216875615213,-1.14082760754393,0.7348901033401489,-0.39054054021835327,-0.8874016764016899,0.7897017002105713,-0.21656033396720886
16,ne-en,-0.515512817887688,0.4951840937137604,-1.8403893541528844,-1.8403893541528844,-1.6027196676199518,0.4588530361652374,-0.7780905365943909,-1.495226636806974,0.5739536881446838,-0.667554497718811
16,si-en,-0.08254137543683882,0.538536548614502,-2.0520125690293987,-2.0520125690293987,-1.8602827164090496,0.5524193048477173,-0.8952018618583679,-1.548312496883871,0.8226203322410583,-0.5999393463134766
17,en-de,0.4036766185289888,0.4041232764720917,-1.4148467656357258,-1.4148467656357258,-1.2267495635290344,0.5761571526527405,-0.5055868625640869,-1.0466607784063906,0.5442392826080322,-0.41030073165893555
17,en-zh,0.8725282763837802,0.4604808986186981,-1.2091301110169905,-1.2091301110169905,-1.2095579439311452,0.7502410411834717,-0.425638347864151,-0.9033679901588687,0.8502627015113831,-0.2019157111644745
17,ru-en,0.8586532783219685,0.6377658843994141,-1.3922292750654495,-1.3922292750654495,-1.3511784719851878,0.8525037169456482,-0.46970561146736145,-1.2550805835543493,0.8547189831733704,-0.41116076707839966
17,ro-en,0.8585046996133503,0.8301026821136475,-1.1578035712174004,-1.1578035712174004,-1.0914716152761554,0.941456139087677,-0.2783004939556122,-0.8268167389902273,0.9195396900177002,-0.12827417254447937
17,et-en,0.5016394326545583,0.3539614975452423,-1.4689002401528948,-1.4689002401528948,-1.2831929137394185,0.8870406746864319,-0.41509947180747986,-1.0620817451558198,0.9085839986801147,-0.27381545305252075
17,ne-en,0.7435272514091538,0.5104387998580933,-1.5428590782837768,-1.5428590782837768,-1.4542904015770763,0.7539128065109253,-0.5710091590881348,-1.3073810387762115,0.8211072087287903,-0.4559856951236725
17,si-en,0.051940143758453426,0.5747091174125671,-2.126564354384391,-2.126564354384391,-1.9256349246684752,0.6150470972061157,-0.9093621373176575,-1.4026984554688782,0.8162627220153809,-0.5151139497756958
18,en-de,-1.4098106005989408,0.6609266996383667,-1.2297699491049554,-1.2297699491049554,-1.290110213965522,0.7725051045417786,-0.4650641083717346,-1.0093181843788561,0.9564638137817383,-0.22300541400909424
18,en-zh,-0.05032497365924821,0.39889466762542725,-1.6285261250701322,-1.6285261250701322,-1.4263062311612125,0.6865609884262085,-0.5811593532562256,-1.1894934424059764,0.8427587151527405,-0.37659257650375366
18,ru-en,0.5277983701018947,0.5692834854125977,-1.582648432558127,-1.582648432558127,-1.4792888310301333,0.8170636296272278,-0.5607478618621826,-1.427776029323994,0.7787337899208069,-0.5451720952987671
